File_Name,Variant,Raw_OCR,Final_Plate,Conf_0to1,Score,Casts,StructScore,AnchorBonus
173.png,RAW,RJ14CQ5169,RJ14CQ5169,0.98297,1.140634,0,1.0,0.15
174.png,RAW,RJ14 CJ 3055,RJ14CJ3055,0.965359,1.130947,0,1.0,0.15
175.png,RAW,RJ45CF 6502,RJ45CF6502,0.944131,1.119272,0,1.0,0.15
176.png,RAW,RJ45CK7660,RJ45CK7660,0.989297,1.144113,0,1.0,0.15
177.png,RAW,RJ14C04157,RJ14CQ4157,0.921519,1.066835,2,1.0,0.15
178.png,RAW,~RJ45CT1218,RJ45CT1218,0.940716,1.117394,0,1.0,0.15
179.png,RAW,RJ14 CE4832,RJ14CE4832,0.946863,1.120774,0,1.0,0.15
180.png,RAW,RJ14AC9995,RJ14AC9995,0.97952,1.138736,0,1.0,0.15
181.png,RAW, RJ45 CM 6663,RJ45CM6663,0.995079,1.147293,0,1.0,0.15
182.png,RAW,RJ45CP3789,RJ45CP3789,0.993804,1.146592,0,1.0,0.15
183.png,RAW,FRJO5CA6259,RJ05CA6259,0.901894,1.076042,1,1.0,0.15
184.png,RAW,RJ19CJ8458,RJ19CJ8458,0.991757,1.145467,0,1.0,0.15
185.png,RAW,RJ29 CA8572,RJ29CA8572,0.952642,1.123953,0,1.0,0.15
186.png,RAW,RJ45CA3348,RJ45CA3348,0.971052,1.134078,0,1.0,0.15
187.png,RAW,RJ47GA4087,RJ47GA4087,0.993855,1.14662,0,1.0,0.15
188.png,RAW,RJ14CX7348,RJ14CX7348,0.975599,1.13658,0,1.0,0.15
189.png,RAW,RJ45CD0030,RJ45CD0030,0.981888,1.140038,0,1.0,0.15
190.png,RAW,RJ14AC4077,RJ14AC4077,0.993776,1.146577,0,1.0,0.15
191.png,RAW,RJ14YC3736,RJ14YC3736,0.985364,1.14195,0,1.0,0.15
192.png,RAW,-RJ14CQ 9163,RJ14CQ9163,0.882112,1.085162,0,1.0,0.15
193.png,RAW,ERJ14UB0458,RJ14UB0458,0.938659,1.116262,0,1.0,0.15
194.png,RAW,RJ14CJ5487,RJ14CJ5487,0.97464,1.136052,0,1.0,0.15
195.png,RAW,RJ14NC4341,RJ14NC4341,0.992655,1.14596,0,1.0,0.15
196.png,RAW,RJ14CQ8687,RJ14CQ8687,0.975926,1.13676,0,1.0,0.15
197.png,RAW,RJ14CZ3037,RJ14CZ3037,0.989371,1.144154,0,1.0,0.15
198.png,RAW,RJ14UF0444,RJ14UF0444,0.984996,1.141748,0,1.0,0.15
199.png,RAW,RJ36CB8777,RJ36CB8777,0.973129,1.135221,0,1.0,0.15
200.png,RAW,-RJ14WC7911,RJ14WC7911,0.902347,1.096291,0,1.0,0.15
201.png,RAW,-RJ14XC2277,RJ14XC2277,0.902529,1.096391,0,1.0,0.15
202.png,RAW,RJ45CG1222,RJ45CG1222,0.954134,1.124773,0,1.0,0.15
203.png,RAW,RJ45CF9621,RJ45CF9621,0.99332,1.146326,0,1.0,0.15
204.png,RAW,RJ14CH2442,RJ14CH2442,0.982893,1.140591,0,1.0,0.15
205.png,RAW,RJ14CX2496,RJ14CX2496,0.978432,1.138137,0,1.0,0.15
206.png,RAW,-RJ45CT3022,RJ45CT3022,0.970591,1.133825,0,1.0,0.15
207.png,RAW,RJ14XC0512,RJ14XC0512,0.967811,1.132296,0,1.0,0.15
208.png,RAW,RJ13 CA 5520,RJ13CA5520,0.934069,1.113738,0,1.0,0.15
209.png,RAW,FRJ14UD0772,RJ14UD0772,0.909864,1.100425,0,1.0,0.15
210.png,RAW,-RJ45CK1474,RJ45CK1474,0.966595,1.131627,0,1.0,0.15
212.png,RAW,RJ14CD6355,RJ14CD6355,0.98583,1.142206,0,1.0,0.15
213.png,RAW,RJ14CJ4269,RJ14CJ4269,0.982582,1.14042,0,1.0,0.15
214.png,RAW,RJ14CY1134,RJ14CY1134,0.96934,1.133137,0,1.0,0.15
215.png,RAW,ERJ45CT2231,RJ45CT2231,0.927599,1.110179,0,1.0,0.15
216.png,RAW,RJ45CM9091,RJ45CM9091,0.956944,1.126319,0,1.0,0.15
217.png,RAW,~RJ14TF0294,RJ14TF0294,0.944558,1.119507,0,1.0,0.15
218.png,RAW,FRJ45CL7067,RJ45CL7067,0.953746,1.124561,0,1.0,0.15
219.png,RAW,RJ45CR6853,RJ45CR6853,0.991141,1.145127,0,1.0,0.15
220.png,RAW,RJ14CQ 3553,RJ14CQ3553,0.916521,1.104086,0,1.0,0.15
221.png,RAW,RJ14CB0709,RJ14CB0709,0.965367,1.130952,0,1.0,0.15
222.png,RAW,RJ14C00560,RJ14CQ0560,0.937703,1.075737,2,1.0,0.15
223.png,RAW,RJ14ZC4023,RJ14ZC4023,0.996267,1.147947,0,1.0,0.15
224.png,RAW,RJ14VC4981,RJ14VC4981,0.97412,1.135766,0,1.0,0.15
225.png,RAW,-RJ45C02581,RJ45CQ2581,0.927556,1.070156,2,1.0,0.15
226.png,RAW,1385,RJ13BS0000,0.997996,0.958898,2,1.0,0.0
227.png,RAW,RJ14 CL 4477,RJ14CL4477,0.925082,1.108795,0,1.0,0.15
228.png,RAW,RJ01CB9294,RJ01CB9294,0.933415,1.113378,0,1.0,0.15
229.png,RAW,RJ14CV1286,RJ14CV1286,0.969629,1.133296,0,1.0,0.15
230.png,RAW,RJ45CT4349,RJ45CT4349,0.991893,1.145541,0,1.0,0.15
231.png,RAW,RJ14CX9236,RJ14CX9236,0.943023,1.118663,0,1.0,0.15
232.png,RAW,RJ14VC6735,RJ14VC6735,0.975116,1.136314,0,1.0,0.15
233.png,RAW,RJ01CE3953,RJ01CE3953,0.960992,1.128545,0,1.0,0.15
234.png,RAW,RJ14YC 3009,RJ14YC3009,0.958174,1.126996,0,1.0,0.15
235.png,RAW,RJ14 CN 6419,RJ14CN6419,0.923295,1.107812,0,1.0,0.15
236.png,RAW,RJ14CZ5492,RJ14CZ5492,0.993888,1.146638,0,1.0,0.15
237.png,RAW,5315,RJ53IS0000,0.995287,0.957408,2,1.0,0.0
238.png,RAW,RJ14CY9553,RJ14CY9553,0.98254,1.140397,0,1.0,0.15
239.png,RAW,RJ14C03981,RJ14CQ3981,0.950129,1.082571,2,1.0,0.15
240.png,RAW,RJ14QC9673,RJ14QC9673,0.982283,1.140256,0,1.0,0.15
241.png,RAW,RJ14U02000,RJ14UO2000,0.940739,1.097406,1,1.0,0.15
242.png,RAW,-RJ45CK1303,RJ45CK1303,0.942281,1.118255,0,1.0,0.15
243.png,,,,0,0,0,0,0
244.png,RAW,RJ14VC3804,RJ14VC3804,0.966523,1.131588,0,1.0,0.15
245.png,RAW,RJ45CT4296,RJ45CT4296,0.979909,1.13895,0,1.0,0.15
246.png,RAW,"""RJ14UH7714",RJ14UH7714,0.990773,1.144925,0,1.0,0.15
247.png,RAW,RJ14LC5540,RJ14LC5540,0.969989,1.133494,0,1.0,0.15
248.png,RAW,RJ45CJ3253,RJ45CJ3253,0.995622,1.147592,0,1.0,0.15
249.png,RAW,RJ14CP6854,RJ14CP6854,0.96422,1.130321,0,1.0,0.15
250.png,RAW,RJ45CL3942,RJ45CL3942,0.963511,1.129931,0,1.0,0.15
251.png,RAW,~RJ45CH2013,RJ45CH2013,0.945868,1.120227,0,1.0,0.15
252.png,RAW,~RJ45CN0760,RJ45CN0760,0.936259,1.114942,0,1.0,0.15
253.png,RAW,RJ14CF9305,RJ14CF9305,0.974914,1.136203,0,1.0,0.15
254.png,RAW,RJ14TE0155,RJ14TE0155,0.968849,1.132867,0,1.0,0.15
255.png,RAW,RJ14 CC 6396,RJ14CC6396,0.994922,1.147207,0,1.0,0.15
256.png,RAW,RJ45CH4653,RJ45CH4653,0.992509,1.14588,0,1.0,0.15
257.png,RAW,RJ45CJ5975,RJ45CJ5975,0.984122,1.141267,0,1.0,0.15
258.png,RAW,RJ14 CJ 3755,RJ14CJ3755,0.937719,1.115745,0,1.0,0.15
259.png,RAW,~RJ14UJ7600,RJ14UJ7600,0.940204,1.117112,0,1.0,0.15
260.png,RAW,RJ45 CL7457,RJ45CL7457,0.893836,1.09161,0,1.0,0.15
261.png,RAW,RJ45 CD 0019,RJ45CD0019,0.857083,1.071396,0,1.0,0.15
262.png,RAW,RJ14CE1623,RJ14CE1623,0.988226,1.143524,0,1.0,0.15
263.png,RAW,RJ45CM1052,RJ45CM1052,0.969004,1.132952,0,1.0,0.15
265.png,RAW,R14CP6297,RJR14CP629,0.867723,0.792248,0,0.7,0.0
266.png,RAW,RJ14UE9133,RJ14UE9133,0.995067,1.147287,0,1.0,0.15
267.png,RAW,FRJ13CD5961,RJ13CD5961,0.938396,1.116118,0,1.0,0.15
268.png,RAW,RJ20CB6596,RJ20CB6596,0.980681,1.139375,0,1.0,0.15
269.png,RAW,RJO5 UA 1774,RJ05UA1774,0.903811,1.077096,1,1.0,0.15
270.png,RAW,RJ14CY9059,RJ14CY9059,0.970964,1.13403,0,1.0,0.15
271.png,RAW,RJ45CS8071,RJ45CS8071,0.98761,1.143186,0,1.0,0.15
272.png,RAW,RJ140C5050,RJ14QC5050,0.907466,1.059106,2,1.0,0.15
274.png,RAW,RJ14CJ 0098,RJ14CJ0098,0.959759,1.127867,0,1.0,0.15
275.png,RAW,RJ45CN5353,RJ45CN5353,0.988419,1.143631,0,1.0,0.15
276.png,RAW,RJ45CK5945,RJ45CK5945,0.950976,1.123037,0,1.0,0.15
277.png,RAW,RJ45CD4649,RJ45CD4649,0.97821,1.138016,0,1.0,0.15
278.png,RAW,FRJ14VC1636,RJ14VC1636,0.935169,1.114343,0,1.0,0.15
279.png,RAW,RS14CV3353,RJR5I4CV33,0.964522,0.760487,2,0.6,0.0
281.png,RAW,-RJ14NC5490,RJ14NC5490,0.938676,1.116272,0,1.0,0.15
282.png,RAW,PRJ01CB5131,RJ01CB5131,0.914249,1.102837,0,1.0,0.15
283.png,RAW,"""RJ14CV7829",RJ14CV7829,0.933335,1.113334,0,1.0,0.15
284.png,RAW,RJ14CR3822,RJ14CR3822,0.989577,1.144267,0,1.0,0.15
285.png,RAW,RJ14 CE8657,RJ14CE8657,0.926555,1.109605,0,1.0,0.15
286.png,RAW,RJ45CN4075,RJ45CN4075,0.980653,1.139359,0,1.0,0.15
287.png,RAW,RJ13CC9939,RJ13CC9939,0.977657,1.137712,0,1.0,0.15
288.png,RAW,RJ45CF8419,RJ45CF8419,0.991795,1.145487,0,1.0,0.15
289.png,RAW,RJ42CA4092,RJ42CA4092,0.89909,1.094499,0,1.0,0.15
290.png,RAW,RJ45CL9939,RJ45CL9939,0.99586,1.147723,0,1.0,0.15
291.png,RAW,RJ34CA6874,RJ34CA6874,0.986259,1.142442,0,1.0,0.15
292.png,RAW,-RJ14AC6424,RJ14AC6424,0.879989,1.083994,0,1.0,0.15
294.png,RAW,RJ45CS6794,RJ45CS6794,0.990628,1.144845,0,1.0,0.15
295.png,RAW,RJ14CL7109,RJ14CL7109,0.994725,1.147099,0,1.0,0.15
296.png,RAW,-RJ14CY4327,RJ14CY4327,0.946048,1.120326,0,1.0,0.15
297.png,RAW,RJ45CG8553,RJ45CG8553,0.966636,1.13165,0,1.0,0.15
298.png,RAW,-RJ45CM9590,RJ45CM9590,0.945764,1.12017,0,1.0,0.15
299.png,RAW,-RJ25CA7177,RJ25CA7177,0.941539,1.117846,0,1.0,0.15
300.png,RAW,RJ20C67278,RJ20C67278,0.928373,1.065605,0,0.9,0.15
301.png,RAW,RJ14CW7787,RJ14CW7787,0.950457,1.122752,0,1.0,0.15
302.png,RAW,RJ27CG1234,RJ27CG1234,0.985904,1.142247,0,1.0,0.15
303.png,RAW,RJ45CN0340,RJ45CN0340,0.959417,1.127679,0,1.0,0.15
304.png,RAW,-RJ23CC3290,RJ23CC3290,0.923331,1.107832,0,1.0,0.15
305.png,RAW,RJ14 CG 1753,RJ14CG1753,0.960428,1.128236,0,1.0,0.15
306.png,RAW,RJ47CA4777,RJ47CA4777,0.942493,1.118371,0,1.0,0.15
307.png,RAW,RJ45CE6928,RJ45CE6928,0.983786,1.141082,0,1.0,0.15
308.png,RAW,FRJ23CC3290,RJ23CC3290,0.925784,1.109181,0,1.0,0.15
309.png,RAW,RJ14TE9879,RJ14TE9879,0.997524,1.148638,0,1.0,0.15
310.png,RAW,RJ45CE6928,RJ45CE6928,0.99672,1.148196,0,1.0,0.15
311.png,RAW,RJ45CF4478,RJ45CF4478,0.943211,1.118766,0,1.0,0.15
312.png,RAW,FRJ02CC9572,RJ02CC9572,0.87162,1.079391,0,1.0,0.15
313.png,RAW,RJ4 UF782,RJ4UF78200,0.829036,0.96597,0,0.8,0.15
314.png,RAW,FRJ45CH66,RJ45CH6600,0.797277,1.038502,0,1.0,0.15
316.png,RAW,FRJ23CC9808,RJ23CC9808,0.9166,1.10413,0,1.0,0.15
317.png,RAW,RJ14CR8650,RJ14CR8650,0.972419,1.134831,0,1.0,0.15
318.png,RAW,RJ14ZC2898,RJ14ZC2898,0.957282,1.126505,0,1.0,0.15
319.png,RAW,RJ14ZC2898,RJ14ZC2898,0.986198,1.142409,0,1.0,0.15
320.png,RAW,RJ14 CM5958,RJ14CM5958,0.924939,1.108716,0,1.0,0.15
322.png,RAW,RJ14X9775,RJ14X97750,0.948239,1.076531,0,0.9,0.15
324.png,RAW,~RJ47UB0221,RJ47UB0221,0.980838,1.139461,0,1.0,0.15
325.png,RAW,RJ14CL5038,RJ14CL5038,0.994075,1.146741,0,1.0,0.15
326.png,RAW,RJ45CT4953,RJ45CT4953,0.983044,1.140674,0,1.0,0.15
327.png,RAW,RJ14CY6163,RJ14CY6163,0.984916,1.141704,0,1.0,0.15
329.png,RAW,RJ14XC5078,RJ14XC5078,0.984808,1.141644,0,1.0,0.15
330.png,RAW,RJ45CJ4569,RJ45CJ4569,0.981302,1.139716,0,1.0,0.15
331.png,RAW,RJO7UC4983,RJ07UC4983,0.977391,1.117565,1,1.0,0.15
334.png,RAW,RJ45CM1278,RJ45CM1278,0.992555,1.145905,0,1.0,0.15
336.png,RAW,RJ45CH5898,RJ45CH5898,0.986109,1.14236,0,1.0,0.15
337.png,RAW,RJ45CH5898,RJ45CH5898,0.97663,1.137146,0,1.0,0.15
338.png,RAW,RJ14CN9474,RJ14CN9474,0.989016,1.143959,0,1.0,0.15
339.png,RAW,ERJ14CA7406,RJ14CA7406,0.936377,1.115008,0,1.0,0.15
340.png,RAW,RJ49CA3195,RJ49CA3195,0.99329,1.146309,0,1.0,0.15
342.png,RAW,RJ45CU4154,RJ45CU4154,0.981332,1.139732,0,1.0,0.15
343.png,RAW,RJ13CB4334,RJ13CB4334,0.985209,1.141865,0,1.0,0.15
346.png,RAW,RJ14UF3853,RJ14UF3853,0.989703,1.144337,0,1.0,0.15
347.png,RAW,RJ14 CE 9566,RJ14CE9566,0.917567,1.104662,0,1.0,0.15
348.png,RAW,RJ45CJ4912,RJ45CJ4912,0.99052,1.144786,0,1.0,0.15
349.png,RAW,RJ14CY2297,RJ14CY2297,0.980865,1.139476,0,1.0,0.15
350.png,RAW,RJ14-TB.3340,RJ14TB3340,0.904742,1.097608,0,1.0,0.15
351.png,RAW,RJ14UE2634,RJ14UE2634,0.983311,1.140821,0,1.0,0.15
352.png,RAW,RJ14LC7020,RJ14LC7020,0.985136,1.141825,0,1.0,0.15
353.png,RAW,~RJ14TB1532,RJ14TB1532,0.934669,1.114068,0,1.0,0.15
354.png,RAW,RJ14TB1532,RJ14TB1532,0.989807,1.144394,0,1.0,0.15
355.png,RAW,-RJ14006834,RJ14OO6834,0.92027,1.066149,2,1.0,0.15
356.png,RAW,RJ140C2466,RJ14QC2466,0.976904,1.097297,2,1.0,0.15
357.png,RAW,RJ-21-UA-6951,RJ21UA6951,0.962658,1.129462,0,1.0,0.15
358.png,RAW,RJ42CA2609,RJ42CA2609,0.980528,1.13929,0,1.0,0.15
359.png,RAW,RJ14TD0050,RJ14TD0050,0.923056,1.107681,0,1.0,0.15
360.png,RAW,RJ14UG9174,RJ14UG9174,0.972664,1.134965,0,1.0,0.15
361.png,RAW,RJ21CB9889,RJ21CB9889,0.972267,1.134747,0,1.0,0.15
362.png,RAW,RJ45CP2856,RJ45CP2856,0.992995,1.146147,0,1.0,0.15
364.png,RAW,RJ20CF1019,RJ20CF1019,0.94099,1.117545,0,1.0,0.15
365.png,RAW,~RJ14CN3290,RJ14CN3290,0.956435,1.126039,0,1.0,0.15
366.png,RAW,RJ18TA2689,RJ18TA2689,0.997618,1.14869,0,1.0,0.15
367.png,RAW,RJ41UA2827,RJ41UA2827,0.991146,1.14513,0,1.0,0.15
368.png,RAW,RJ47TA0050,RJ47TA0050,0.917257,1.104491,0,1.0,0.15
369.png,RAW,RJ140C8708,RJ14QC8708,0.957897,1.086843,2,1.0,0.15
370.png,RAW,SRJ14TB9803,RJ14TB9803,0.903195,1.096757,0,1.0,0.15
371.png,RAW,RJ14 TA: 6551,RJ14TA6551,0.928875,1.110881,0,1.0,0.15
372.png,RAW,RJ14YC7926,RJ14YC7926,0.983983,1.141191,0,1.0,0.15
373.png,RAW,RJ14 TE 2837,RJ14TE2837,0.96827,1.132549,0,1.0,0.15
374.png,RAW,FRJ14TD5707,RJ14TD5707,0.960519,1.128285,0,1.0,0.15
375.png,RAW,RJ19TA-0994,RJ19TA0994,0.964397,1.130418,0,1.0,0.15
377.png,RAW,RJ14CY7851,RJ14CY7851,0.983906,1.141148,0,1.0,0.15
379.png,RAW,~RJ45CQ4036,RJ45CQ4036,0.939396,1.116668,0,1.0,0.15
380.png,RAW,RJ14CK0008,RJ14CK0008,0.992328,1.14578,0,1.0,0.15
381.png,RAW,RJ14CT4026,RJ14CT4026,0.985216,1.141869,0,1.0,0.15
382.png,RAW,RJ14UD5383,RJ14UD5383,0.982751,1.140513,0,1.0,0.15
383.png,RAW,RJ40CA1097,RJ40CA1097,0.985233,1.141878,0,1.0,0.15
386.png,RAW,RJ45 CE 4246,RJ45CE4246,0.921838,1.107011,0,1.0,0.15
387.png,RAW,RJ45CT1012,RJ45CT1012,0.989462,1.144204,0,1.0,0.15
388.png,RAW,RJ14CR5019,RJ14CR5019,0.978685,1.138277,0,1.0,0.15
389.png,RAW,RJ23UB 6081,RJ23UB6081,0.948003,1.121402,0,1.0,0.15
390.png,RAW,RJ02CC6621,RJ02CC6621,0.963675,1.130021,0,1.0,0.15
391.png,RAW,-RJ21UG0044,RJ21UG0044,0.948035,1.121419,0,1.0,0.15
392.png,RAW,RJ14UF1632,RJ14UF1632,0.989382,1.14416,0,1.0,0.15
393.png,RAW,"""RJ45CT9496",RJ45CT9496,0.949429,1.122186,0,1.0,0.15
394.png,RAW,RJ18 CD2193,RJ18CD2193,0.973113,1.135212,0,1.0,0.15
395.png,RAW,RJ02 CC 4642,RJ02CC4642,0.915653,1.103609,0,1.0,0.15
396.png,RAW,RJ14UG8209,RJ14UG8209,0.976399,1.137019,0,1.0,0.15
397.png,RAW,~RJ45CP5704,RJ45CP5704,0.992061,1.145633,0,1.0,0.15
398.png,RAW,RJ45CA2953,RJ45CA2953,0.986075,1.142341,0,1.0,0.15
399.png,RAW,RJ45CR2576,RJ45CR2576,0.993582,1.14647,0,1.0,0.15
400.png,RAW,RJ13CB6214,RJ13CB6214,0.969935,1.133464,0,1.0,0.15
401.png,RAW,RJM4 CL 1162,RJM4CL1162,0.982173,1.095195,0,0.9,0.15
402.png,RAW,RJ14 ZC 2864,RJ14ZC2864,0.963012,1.129657,0,1.0,0.15
403.png,RAW,RJ14CU5325,RJ14CU5325,0.985922,1.142257,0,1.0,0.15
404.png,RAW,RJ14UH7046,RJ14UH7046,0.95838,1.127109,0,1.0,0.15
405.png,RAW,RJ14TD0733,RJ14TD0733,0.991913,1.145552,0,1.0,0.15
406.png,RAW,RJ45CS0617,RJ45CS0617,0.980974,1.139535,0,1.0,0.15
407.png,RAW,RJ14TB4095,RJ14TB4095,0.996281,1.147955,0,1.0,0.15
408.png,RAW,RJ45CT6689,RJ45CT6689,0.986224,1.142423,0,1.0,0.15
409.png,RAW,RJ14TB1265,RJ14TB1265,0.997944,1.148869,0,1.0,0.15
410.png,RAW,RJ14TB7738,RJ14TB7738,0.965701,1.131136,0,1.0,0.15
411.png,RAW,RJ14TD0908,RJ14TD0908,0.976977,1.137337,0,1.0,0.15
412.png,RAW,PRJ14TD4148,RJ14TD4148,0.946424,1.120533,0,1.0,0.15
413.png,RAW,RJ14UD8337,RJ14UD8337,0.978493,1.138171,0,1.0,0.15
414.png,RAW,RJ06UA9743,RJ06UA9743,0.9503,1.122665,0,1.0,0.15
415.png,RAW,FRJ14TD7268,RJ14TD7268,0.951788,1.123484,0,1.0,0.15
416.png,RAW,RJ47TA0568,RJ47TA0568,0.995916,1.147754,0,1.0,0.15
417.png,RAW,RJ14TB7210,RJ14TB7210,0.980198,1.139109,0,1.0,0.15
418.png,RAW,RJ18CD3382,RJ18CD3382,0.980916,1.139504,0,1.0,0.15
419.png,RAW,RJ23UA4493,RJ23UA4493,0.98934,1.144137,0,1.0,0.15
420.png,RAW,RJ14UH4591,RJ14UH4591,0.990784,1.144931,0,1.0,0.15
421.png,RAW,RJ14TB9315,RJ14TB9315,0.945767,1.120172,0,1.0,0.15
423.png,RAW,RJ22UB1551,RJ22UB1551,0.963257,1.129792,0,1.0,0.15
425.png,RAW,"""RJ45CT3790",RJ45CT3790,0.976315,1.136973,0,1.0,0.15
426.png,RAW,"""RJ45CT1885",RJ45CT1885,0.946601,1.120631,0,1.0,0.15
