File_Name,Variant,Raw_OCR,Final_Plate,Conf_0to1,Score,Casts,StructScore,AnchorBonus
167.png,RAW,RJ45CE9326,RJ45CE9326,0.991026,1.145064,0,1.0,0.15
168.png,RAW,RJ14_CJ 7361,RJ14CJ7361,0.893028,1.091166,0,1.0,0.15
169.png,RAW,RJ140C9911,RJ14QC9911,0.975339,1.096436,2,1.0,0.15
170.png,RAW,RJ45C06548,RJ45CQ6548,0.917496,1.064623,2,1.0,0.15
171.png,RAW,RJ14 CQ 5181,RJ14CQ5181,0.980635,1.139349,0,1.0,0.15
172.png,RAW,RJ14CZ5978,RJ14CZ5978,0.995528,1.147541,0,1.0,0.15
173.png,RAW,RJ14CQ5169,RJ14CQ5169,0.929546,1.111251,0,1.0,0.15
174.png,RAW,RJ14 CJ 3055,RJ14CJ3055,0.997076,1.148392,0,1.0,0.15
175.png,RAW,RJ45CF 6502,RJ45CF6502,0.996924,1.148308,0,1.0,0.15
176.png,RAW,RJ45CK7660,RJ45CK7660,0.989038,1.143971,0,1.0,0.15
177.png,RAW,RJ14C04157,RJ14CQ4157,0.951884,1.083536,2,1.0,0.15
178.png,RAW,~RJ45CT1218,RJ45CT1218,0.99695,1.148323,0,1.0,0.15
179.png,RAW,RJ14 CE 4832,RJ14CE4832,0.998975,1.149436,0,1.0,0.15
180.png,RAW,RJ14AC9995,RJ14AC9995,0.960148,1.128081,0,1.0,0.15
181.png,RAW,RJ4S CM6663,RJ45CM6663,0.887151,1.067933,1,1.0,0.15
182.png,RAW,RJ45CP3789,RJ45CP3789,0.995806,1.147693,0,1.0,0.15
183.png,RAW,RJ05CA6259,RJ05CA6259,0.957414,1.126578,0,1.0,0.15
184.png,RAW,~RJ19CJ8458,RJ19CJ8458,0.955374,1.125456,0,1.0,0.15
185.png,RAW,sRJ29 CA 8572,RJ29CA8572,0.929728,1.11135,0,1.0,0.15
186.png,RAW,RJ45CA3348,RJ45CA3348,0.939877,1.116932,0,1.0,0.15
187.png,RAW,RJ47GA4087,RJ47GA4087,0.99241,1.145826,0,1.0,0.15
188.png,RAW,RJ14CX7348,RJ14CX7348,0.992507,1.145879,0,1.0,0.15
189.png,RAW,RJ45CD0030,RJ45CD0030,0.890349,1.089692,0,1.0,0.15
190.png,RAW,RJ14AC4077,RJ14AC4077,0.995389,1.147464,0,1.0,0.15
191.png,RAW,RJ14YC3736,RJ14YC3736,0.997389,1.148564,0,1.0,0.15
192.png,RAW,RJ14CQ 9163,RJ14CQ9163,0.981841,1.140012,0,1.0,0.15
193.png,RAW,ERJ14UB0456,RJ14UB0456,0.899784,1.094881,0,1.0,0.15
194.png,RAW,RJ14CJ5487,RJ14CJ5487,0.986439,1.142542,0,1.0,0.15
195.png,RAW,"""RJ14NC4341",RJ14NC4341,0.965193,1.130856,0,1.0,0.15
196.png,RAW,~RJ14C08687,RJ14CQ8687,0.927308,1.07002,2,1.0,0.15
197.png,RAW,RJ14CZ3037,RJ14CZ3037,0.990826,1.144954,0,1.0,0.15
198.png,RAW,IND,RJ1NDO0000,0.992111,0.910661,2,0.9,0.0
199.png,RAW,RJ36CB8777,RJ36CB8777,0.991718,1.145445,0,1.0,0.15
200.png,RAW,"""RJ14HC7911",RJ14HC7911,0.936013,1.114807,0,1.0,0.15
201.png,RAW,RJ14XC2277,RJ14XC2277,0.971571,1.134364,0,1.0,0.15
202.png,RAW,SRJ45C61222,RJ45C61222,0.840607,1.017334,0,0.9,0.15
203.png,RAW,ERJ45CF9621,RJ45CF9621,0.92672,1.109696,0,1.0,0.15
204.png,RAW,RJ14 CH 2442,RJ14CH2442,0.957661,1.126714,0,1.0,0.15
205.png,RAW,RJ14CX2496,RJ14CX2496,0.984138,1.141276,0,1.0,0.15
206.png,RAW,RJ45CT3022,RJ45CT3022,0.972853,1.135069,0,1.0,0.15
207.png,RAW,RJ14XC0512,RJ14XC0512,0.98935,1.144142,0,1.0,0.15
208.png,RAW,5520,RJ55ZO0000,0.999093,0.959501,2,1.0,0.0
209.png,RAW,RJ14UD0772,RJ14UD0772,0.980837,1.13946,0,1.0,0.15
210.png,RAW,RJ45CK1474,RJ45CK1474,0.991088,1.145098,0,1.0,0.15
212.png,RAW,RJ14CD6355,RJ14CD6355,0.93205,1.112627,0,1.0,0.15
213.png,RAW,RJ14CJ4269,RJ14CJ4269,0.984555,1.141505,0,1.0,0.15
214.png,RAW,RJ14CY1134,RJ14CY1134,0.967416,1.132079,0,1.0,0.15
215.png,RAW,ERJ45CT2231,RJ45CT2231,0.955102,1.125306,0,1.0,0.15
216.png,RAW,-RJ45CM9091,RJ45CM9091,0.929549,1.111252,0,1.0,0.15
217.png,RAW,ERJ14TF0294,RJ14TF0294,0.925062,1.108784,0,1.0,0.15
218.png,RAW,RJ45CL7067,RJ45CL7067,0.986626,1.142644,0,1.0,0.15
219.png,RAW,RJ45CR6853,RJ45CR6853,0.905114,1.097813,0,1.0,0.15
220.png,RAW,RJ14CQ3553,RJ14CQ3553,0.966961,1.131828,0,1.0,0.15
221.png,RAW,RJ14CB0709,RJ14CB0709,0.945038,1.119771,0,1.0,0.15
222.png,RAW,RJ14C00560,RJ14CQ0560,0.969713,1.093342,2,1.0,0.15
223.png,RAW,RJ14ZC4023,RJ14ZC4023,0.997157,1.148436,0,1.0,0.15
224.png,RAW,RJ14VC4981,RJ14VC4981,0.959125,1.127519,0,1.0,0.15
225.png,RAW,RJ45C02581,RJ45CQ2581,0.979925,1.098959,2,1.0,0.15
226.png,RAW,RJ14,RJ14OO0000,0.999934,1.109964,2,1.0,0.15
227.png,RAW,RJ14 CL 4477,RJ14CL4477,0.922558,1.107407,0,1.0,0.15
228.png,RAW,RJ01CB9294,RJ01CB9294,0.944851,1.119668,0,1.0,0.15
229.png,RAW,RJ14CV1286,RJ14CV1286,0.953799,1.12459,0,1.0,0.15
230.png,RAW,"""RJ45CT4349",RJ45CT4349,0.955591,1.125575,0,1.0,0.15
231.png,RAW,RJ14CX9236,RJ14CX9236,0.963543,1.129949,0,1.0,0.15
232.png,RAW,RJ14VC6735,RJ14VC6735,0.965782,1.13118,0,1.0,0.15
233.png,RAW,RJ01CE3953,RJ01CE3953,0.980161,1.139089,0,1.0,0.15
234.png,RAW,RJ14 YC 3009,RJ14YC3009,0.946314,1.120473,0,1.0,0.15
235.png,RAW,RJ14 CN 6419,RJ14CN6419,0.980852,1.139469,0,1.0,0.15
236.png,RAW,RJ14CZ5492,RJ14CZ5492,0.988203,1.143511,0,1.0,0.15
237.png,RAW,RJ148C 5315,RJ14BC5315,0.938067,1.095937,1,1.0,0.15
238.png,RAW,RJ14CY9553,RJ14CY9553,0.984077,1.141242,0,1.0,0.15
239.png,RAW,RJ14C03981,RJ14CQ3981,0.9968,1.10824,2,1.0,0.15
240.png,RAW,RJ140C9673,RJ14QC9673,0.929911,1.071451,2,1.0,0.15
241.png,RAW,RJ14U02000,RJ14UO2000,0.966279,1.111453,1,1.0,0.15
242.png,RAW,RJ45CK1303,RJ45CK1303,0.985323,1.141928,0,1.0,0.15
243.png,RAW,-RJ45CL6966,RJ45CL6966,0.951472,1.12331,0,1.0,0.15
244.png,RAW,RJ14VC3804,RJ14VC3804,0.932817,1.11305,0,1.0,0.15
245.png,RAW,RJ45CT4296,RJ45CT4296,0.985982,1.14229,0,1.0,0.15
246.png,RAW,RJ14UH7714,RJ14UH7714,0.997675,1.148721,0,1.0,0.15
247.png,RAW,IND,RJ1NDO0000,0.996188,0.912904,2,0.9,0.0
248.png,RAW,RJ45CJ3253,RJ45CJ3253,0.950012,1.122507,0,1.0,0.15
249.png,RAW,RJ14CP6854,RJ14CP6854,0.99218,1.145699,0,1.0,0.15
250.png,RAW,RJ45CL3942,RJ45CL3942,0.991818,1.1455,0,1.0,0.15
251.png,RAW,~RJ45CH2013,RJ45CH2013,0.998672,1.14927,0,1.0,0.15
252.png,RAW,RJ45CN0760,RJ45CN0760,0.98143,1.139786,0,1.0,0.15
253.png,RAW,RJ14CF9305,RJ14CF9305,0.981928,1.14006,0,1.0,0.15
254.png,RAW,RJ14TE0155,RJ14TE0155,0.991132,1.145123,0,1.0,0.15
255.png,RAW,RJ14 CC 6396,RJ14CC6396,0.985977,1.142287,0,1.0,0.15
256.png,RAW,RJ45CH4653,RJ45CH4653,0.993466,1.146407,0,1.0,0.15
257.png,RAW,RJ45CJ5975,RJ45CJ5975,0.995488,1.147518,0,1.0,0.15
258.png,RAW,RJ14 CJ 3755,RJ14CJ3755,0.954751,1.125113,0,1.0,0.15
259.png,RAW,PRJ14UJ7600,RJ14UJ7600,0.934106,1.113758,0,1.0,0.15
260.png,RAW,RJ45CL7457,RJ45CL7457,0.971352,1.134243,0,1.0,0.15
261.png,RAW,RJ45 CD 00I9,RJ45CD0019,0.900138,1.075076,1,1.0,0.15
262.png,RAW,RJ14CE1623,RJ14CE1623,0.980461,1.139254,0,1.0,0.15
263.png,RAW,RJ45CM1052,RJ45CM1052,0.988424,1.143633,0,1.0,0.15
265.png,RAW,RJOP6207,RJ0P6Z0700,0.780466,0.899257,2,0.8,0.15
266.png,RAW,RJ14UE9133,RJ14UE9133,0.993086,1.146197,0,1.0,0.15
267.png,RAW,-RJ13C05961,RJ13CQ5961,0.924892,1.068691,2,1.0,0.15
268.png,RAW,RJ20CB6596,RJ20CB6596,0.904014,1.097208,0,1.0,0.15
269.png,RAW,RJO5 UA 1774,RJ05UA1774,0.940365,1.097201,1,1.0,0.15
270.png,RAW,RJ14CY9059,RJ14CY9059,0.954486,1.124967,0,1.0,0.15
271.png,RAW,IND,RJ1NDO0000,0.953005,0.889153,2,0.9,0.0
272.png,RAW,RJ140C5050,RJ14QC5050,0.956758,1.086217,2,1.0,0.15
274.png,RAW,RJ14CJ 0098,RJ14CJ0098,0.956348,1.125991,0,1.0,0.15
275.png,RAW,RJ45CN5353,RJ45CN5353,0.996112,1.147862,0,1.0,0.15
276.png,RAW,RJ45CK5945,RJ45CK5945,0.966797,1.131738,0,1.0,0.15
277.png,RAW,6RJ45C04649,RJ45CQ4649,0.937398,1.075569,2,1.0,0.15
278.png,RAW,RJ14VC1636,RJ14VC1636,0.980968,1.139532,0,1.0,0.15
279.png,RAW,RS14CV3353,RJR5I4CV33,0.955518,0.755535,2,0.6,0.0
281.png,RAW,"""RJ14NC5490",RJ14NC5490,0.947654,1.121209,0,1.0,0.15
282.png,RAW,RJO1CB5131,RJ01CB5131,0.931891,1.09254,1,1.0,0.15
283.png,RAW,RJ14CV7829,RJ14CV7829,0.980629,1.139346,0,1.0,0.15
284.png,RAW,RJ14CR3822,RJ14CR3822,0.98806,1.143433,0,1.0,0.15
285.png,RAW,RJ14 CE 8657,RJ14CE8657,0.986688,1.142678,0,1.0,0.15
286.png,RAW,RJ45CN4075,RJ45CN4075,0.987838,1.143311,0,1.0,0.15
287.png,RAW,RJ13CC9939,RJ13CC9939,0.955991,1.125795,0,1.0,0.15
288.png,RAW,SRJ45CF8419,RJ45CF8419,0.940678,1.117373,0,1.0,0.15
289.png,RAW,RJ42CA4092,RJ42CA4092,0.988391,1.143615,0,1.0,0.15
290.png,RAW,RJ45CL9939,RJ45CL9939,0.991346,1.14524,0,1.0,0.15
291.png,RAW,RJ34CA6874,RJ34CA6874,0.985115,1.141813,0,1.0,0.15
292.png,RAW,RJ14AC6424,RJ14AC6424,0.961914,1.129053,0,1.0,0.15
294.png,RAW,RJ45CS6794,RJ45CS6794,0.983052,1.140679,0,1.0,0.15
295.png,RAW,RJ14CL7109,RJ14CL7109,0.995946,1.14777,0,1.0,0.15
296.png,RAW,Rj14CY4327,RJ14CY4327,0.954984,1.125241,0,1.0,0.15
297.png,RAW,RJ45CG8553,RJ45CG8553,0.937627,1.115695,0,1.0,0.15
298.png,RAW,RJ45CH9590,RJ45CH9590,0.936471,1.115059,0,1.0,0.15
299.png,RAW,ERJ25CA7177,RJ25CA7177,0.897251,1.093488,0,1.0,0.15
300.png,RAW,RJ20CG7278,RJ20CG7278,0.898592,1.094226,0,1.0,0.15
301.png,RAW,RJ14CH7787,RJ14CH7787,0.914279,1.102853,0,1.0,0.15
302.png,RAW,RJ27CG1234,RJ27CG1234,0.98462,1.141541,0,1.0,0.15
303.png,RAW,RJ45CN0340,RJ45CN0340,0.97963,1.138796,0,1.0,0.15
304.png,RAW,"""RJ23CC3290",RJ23CC3290,0.961197,1.128659,0,1.0,0.15
305.png,RAW,RJ14 CG 1753,RJ14CG1753,0.997836,1.14881,0,1.0,0.15
306.png,RAW,IND,RJ1NDO0000,0.993791,0.911585,2,0.9,0.0
307.png,RAW,RJ45CE6928,RJ45CE6928,0.959593,1.127776,0,1.0,0.15
308.png,RAW,PRJ23CC3290,RJ23CC3290,0.905284,1.097906,0,1.0,0.15
309.png,RAW,FRJ14TE9879,RJ14TE9879,0.942821,1.118551,0,1.0,0.15
310.png,RAW,RJ45CE6928,RJ45CE6928,0.967408,1.132074,0,1.0,0.15
311.png,RAW,RJ45CF4478,RJ45CF4478,0.961969,1.129083,0,1.0,0.15
312.png,RAW,-RJ02CC9572,RJ02CC9572,0.868596,1.077728,0,1.0,0.15
313.png,RAW,RJ4 UF702,RJ4UF70200,0.782039,0.940121,0,0.8,0.15
314.png,RAW,RJ450H6663,RJ45OH6663,0.881104,1.064607,1,1.0,0.15
316.png,RAW,RJ23CC9808,RJ23CC9808,0.939304,1.116617,0,1.0,0.15
317.png,RAW,-RS14CR8650,RJR5I4CR86,0.902757,0.726516,2,0.6,0.0
318.png,RAW,RJ14ZC2898,RJ14ZC2898,0.978601,1.13823,0,1.0,0.15
319.png,RAW,cRJ14ZC2898,RJ14ZC2898,0.966205,1.131413,0,1.0,0.15
320.png,RAW,RJ14CM5958,RJ14CM5958,0.934532,1.113993,0,1.0,0.15
322.png,RAW,-RJ14XC9775,RJ14XC9775,0.871055,1.07908,0,1.0,0.15
324.png,RAW,RJ47U80221,RJ47UB0221,0.936573,1.095115,1,1.0,0.15
325.png,RAW,RJ14CL5038,RJ14CL5038,0.986212,1.142416,0,1.0,0.15
326.png,RAW,RJ45CT4953,RJ45CT4953,0.995142,1.147328,0,1.0,0.15
327.png,RAW,RJ14CY6163,RJ14CY6163,0.982463,1.140355,0,1.0,0.15
329.png,RAW,RJ14XC5078,RJ14XC5078,0.982581,1.140419,0,1.0,0.15
330.png,RAW,RJ45CJ4569,RJ45CJ4569,0.991688,1.145428,0,1.0,0.15
331.png,RAW,RJ07 UC 4983,RJ07UC4983,0.85221,1.068715,0,1.0,0.15
334.png,RAW,RJ45CM1278,RJ45CM1278,0.979592,1.138776,0,1.0,0.15
336.png,RAW,RJ45CH5898,RJ45CH5898,0.986999,1.14285,0,1.0,0.15
337.png,RAW,RJ45CH5898,RJ45CH5898,0.990871,1.144979,0,1.0,0.15
338.png,RAW,RJ14CN9474,RJ14CN9474,0.983438,1.140891,0,1.0,0.15
339.png,RAW,SRJ14CA7406,RJ14CA7406,0.944109,1.11926,0,1.0,0.15
340.png,RAW,RJ49CA3195,RJ49CA3195,0.997441,1.148592,0,1.0,0.15
342.png,RAW,"""RJ45CU4154",RJ45CU4154,0.941171,1.117644,0,1.0,0.15
343.png,RAW,RJ13CB4334,RJ13CB4334,0.98613,1.142372,0,1.0,0.15
346.png,RAW,RJ14UF3853,RJ14UF3853,0.988863,1.143874,0,1.0,0.15
347.png,RAW,RJ14 CE 9566,RJ14CE9566,0.936618,1.11514,0,1.0,0.15
348.png,RAW,RJ45CJ4912,RJ45CJ4912,0.962417,1.129329,0,1.0,0.15
349.png,RAW,RJ14CY2297,RJ14CY2297,0.987687,1.143228,0,1.0,0.15
350.png,RAW,RJ14TB3340,RJ14TB3340,0.986239,1.142431,0,1.0,0.15
351.png,RAW,"""RJ14UE2634",RJ14UE2634,0.919518,1.105735,0,1.0,0.15
352.png,RAW,RJ14LC7020,RJ14LC7020,0.992973,1.146135,0,1.0,0.15
353.png,RAW,RJ14T81532,RJ14TB1532,0.921045,1.086575,1,1.0,0.15
354.png,RAW,RJ14T81532,RJ14TB1532,0.938399,1.096119,1,1.0,0.15
355.png,RAW,RJ14106834,RJ14IO6834,0.929047,1.070976,2,1.0,0.15
356.png,RAW,RJ140C2466,RJ14QC2466,0.978782,1.09833,2,1.0,0.15
357.png,RAW,RJ-21-UA-6951,RJ21UA6951,0.991233,1.145178,0,1.0,0.15
358.png,RAW,RJ42CA2609,RJ42CA2609,0.995583,1.147571,0,1.0,0.15
359.png,RAW,RJ14T00050,RJ14TO0050,0.949285,1.102107,1,1.0,0.15
360.png,RAW,RJ14UG9174,RJ14UG9174,0.987202,1.142961,0,1.0,0.15
361.png,RAW,RJ21CB9889,RJ21CB9889,0.956272,1.12595,0,1.0,0.15
362.png,RAW,RJ45CP2856,RJ45CP2856,0.992481,1.145865,0,1.0,0.15
364.png,RAW,RJ20CF1019,RJ20CF1019,0.995345,1.14744,0,1.0,0.15
365.png,RAW,RJ14CN3290,RJ14CN3290,0.998602,1.149231,0,1.0,0.15
366.png,RAW,RJ18TA2689,RJ18TA2689,0.944387,1.119413,0,1.0,0.15
367.png,RAW,RJ41UA2827,RJ41UA2827,0.970351,1.133693,0,1.0,0.15
368.png,RAW,RJ47TA0050,RJ47TA0050,0.971316,1.134224,0,1.0,0.15
369.png,RAW,RJ140C8708,RJ14QC8708,0.981088,1.099599,2,1.0,0.15
370.png,RAW,RJ14T89803,RJ14TB9803,0.94863,1.101746,1,1.0,0.15
371.png,RAW,RJ14 : TA : 6551,RJ14TA6551,0.879263,1.083595,0,1.0,0.15
372.png,RAW,RJ14 YC 7926,RJ14YC7926,0.984569,1.141513,0,1.0,0.15
373.png,RAW,RJ14TE2837,RJ14TE2837,0.9936,1.14648,0,1.0,0.15
374.png,RAW,*RJ14T05707,RJ14TO5707,0.877121,1.062417,1,1.0,0.15
375.png,RAW,RJ19TA.0994,RJ19TA0994,0.917493,1.104621,0,1.0,0.15
377.png,RAW,RJ14CY7851,RJ14CY7851,0.941001,1.117551,0,1.0,0.15
379.png,RAW,RJ45CQ4036,RJ45CQ4036,0.99159,1.145375,0,1.0,0.15
380.png,RAW,RJ14CK0008,RJ14CK0008,0.986602,1.142631,0,1.0,0.15
381.png,RAW,D,RJ00OO0000,0.963035,0.919669,3,1.0,0.0
382.png,RAW,"""RJ14UD5383",RJ14UD5383,0.939632,1.116797,0,1.0,0.15
383.png,RAW,RJ40CA1097,RJ40CA1097,0.991011,1.145056,0,1.0,0.15
386.png,RAW,RJ45 CE 4246,RJ45CE4246,0.954028,1.124715,0,1.0,0.15
387.png,RAW,RJ45CT1012,RJ45CT1012,0.99589,1.14774,0,1.0,0.15
388.png,RAW,RJ14CR5019,RJ14CR5019,0.986302,1.142466,0,1.0,0.15
389.png,RAW,RJ 23UB6081,RJ23UB6081,0.963238,1.129781,0,1.0,0.15
390.png,RAW,RJ02CC6621,RJ02CC6621,0.968636,1.13275,0,1.0,0.15
391.png,RAW,RJ21UG0044,RJ21UG0044,0.978181,1.138,0,1.0,0.15
392.png,RAW,RJ14UF1632,RJ14UF1632,0.978471,1.138159,0,1.0,0.15
393.png,RAW,RJ45CT9496,RJ45CT9496,0.993233,1.146278,0,1.0,0.15
394.png,RAW,RJ18 CD 2193,RJ18CD2193,0.988223,1.143523,0,1.0,0.15
395.png,RAW,RJ'02 CC 4642,RJ02CC4642,0.942353,1.118294,0,1.0,0.15
396.png,RAW,RJ14UG8209,RJ14UG8209,0.984449,1.141447,0,1.0,0.15
397.png,RAW,RJ45CP5704,RJ45CP5704,0.997898,1.148844,0,1.0,0.15
398.png,RAW,RJ45CA2953,RJ45CA2953,0.995363,1.14745,0,1.0,0.15
399.png,RAW,RJ45CR2576,RJ45CR2576,0.983165,1.140741,0,1.0,0.15
400.png,RAW,RJ13CB6214,RJ13CB6214,0.958227,1.127025,0,1.0,0.15
401.png,RAW,RJ4CL1162,RJ4CLI1620,0.999027,1.084465,1,0.9,0.15
402.png,RAW,RJ14 ZC 2864,RJ14ZC2864,0.986491,1.14257,0,1.0,0.15
403.png,RAW,RJ14CU5325,RJ14CU5325,0.974126,1.135769,0,1.0,0.15
404.png,RAW,RJ140H7046,RJ14OH7046,0.933951,1.093673,1,1.0,0.15
405.png,RAW,RJ14TD0733,RJ14TD0733,0.984314,1.141373,0,1.0,0.15
406.png,RAW,RJ45CS0617,RJ45CS0617,0.927451,1.110098,0,1.0,0.15
407.png,RAW,RJ14TB4095,RJ14TB4095,0.987318,1.143025,0,1.0,0.15
408.png,RAW,RJ45CT6689,RJ45CT6689,0.971235,1.134179,0,1.0,0.15
409.png,RAW,RJ14TB1265,RJ14TB1265,0.992192,1.145705,0,1.0,0.15
410.png,RAW,RJ14T87738,RJ14TB7738,0.947155,1.100935,1,1.0,0.15
411.png,RAW,RJ14TD0908,RJ14TD0908,0.977048,1.137377,0,1.0,0.15
412.png,RAW,RJ14TD4148,RJ14TD4148,0.915497,1.103523,0,1.0,0.15
413.png,RAW,RJ14UD8337,RJ14UD8337,0.918252,1.105039,0,1.0,0.15
414.png,RAW,RJ06UA9743,RJ06UA9743,0.988463,1.143655,0,1.0,0.15
415.png,RAW,RJ14T07268,RJ14TO7268,0.954276,1.104852,1,1.0,0.15
416.png,RAW,RJ47TA0568,RJ47TA0568,0.997145,1.14843,0,1.0,0.15
417.png,RAW,RJ14TB7210,RJ14TB7210,0.997944,1.148869,0,1.0,0.15
418.png,RAW,RJ18CD3382,RJ18CD3382,0.984436,1.14144,0,1.0,0.15
419.png,RAW,RJ23UA4493,RJ23UA4493,0.99672,1.148196,0,1.0,0.15
420.png,RAW,6RJ14UH4591,RJ14UH4591,0.974898,1.136194,0,1.0,0.15
421.png,RAW,RJ14T89315,RJ14TB9315,0.96298,1.109639,1,1.0,0.15
423.png,RAW,RJ22UB1551,RJ22UB1551,0.920287,1.106158,0,1.0,0.15
425.png,RAW,"""RJ45CT3790",RJ45CT3790,0.956838,1.126261,0,1.0,0.15
